customer_id,first_name,last_name,date_of_birth,gender,region,account_open_date
408,Madison,Solomon,2006-02-13,Female,Kisumu,2020-03-07
409,Christopher,Petty,1990-11-14,Male,Nyeri,2018-06-24
410,Daniel,Smith,1965-03-23,Male,Eldoret,2020-07-23
411,Gary,Roberts,1998-08-02,Male,Mombasa,2020-10-13
412,John,Fletcher,1972-01-09,Male,Nyeri,2022-02-01
413,Gary,Joyce,1987-11-16,Male,Kisumu,2018-10-24
414,Jason,Baird,2007-02-02,Male,Nakuru,2021-03-31
415,Vincent,Campbell,1969-11-26,Male,Kisumu,2021-02-22
416,Nicholas,Miller,1983-10-17,Male,Nairobi,2019-11-29
417,Jeremiah,Stevens,1967-11-09,Male,Eldoret,2021-02-03
418,Stephanie,Hall,1989-11-18,Female,Mombasa,2018-01-18
419,Tammy,Griffin,1973-09-08,Female,Nairobi,2018-08-21
420,Laura,Hill,2006-09-04,Female,Kisumu,2023-09-28
421,Bethany,Wilson,1979-12-23,Female,Eldoret,2020-04-13
422,Benjamin,Turner,1989-07-24,Male,Kisumu,2020-11-30
423,Eric,Medina,1969-08-31,Male,Nyeri,2023-04-28
424,Manuel,Castaneda,1990-01-28,Male,Eldoret,2018-05-26
425,Sean,Walker,2006-07-31,Male,Nyeri,2018-06-10
426,Jeffrey,Wilson,1998-03-30,Male,Eldoret,2019-07-28
427,Danielle,Cruz,1973-06-04,Female,Nairobi,2018-08-02
428,Maria,Schneider,1992-05-31,Female,Nakuru,2020-11-08
429,Travis,Parker,1983-11-30,Male,Nyeri,2022-11-13
430,Monique,Noble,1966-08-11,Female,Mombasa,2019-07-21
431,Adam,Henry,1995-02-13,Male,Nyeri,2022-02-05
432,Valerie,Hopkins,1995-03-24,Female,Eldoret,2021-03-28
433,Maurice,Watson,1967-02-28,Male,Nairobi,2020-02-13
434,Timothy,Smith,1983-05-29,Male,Nyeri,2021-12-07
435,Katherine,Gomez,1973-02-24,Female,Nakuru,2022-01-29
436,Matthew,Kirk,1987-06-25,Male,Mombasa,2023-01-04
437,Victoria,Jackson,2003-06-24,Female,Mombasa,2018-06-13
438,Jason,Miller,1969-02-04,Male,Kisumu,2023-05-22
439,Katrina,Wolf,1986-06-02,Female,Nakuru,2021-06-26
440,Jill,Bates,1981-01-29,Female,Nairobi,2021-11-15
441,Tiffany,Wells,1993-06-11,Female,Kisumu,2021-07-06
442,Paul,Powell,1970-06-23,Male,Eldoret,2020-09-11
443,Nathaniel,Elliott,2007-02-10,Male,Kisumu,2022-08-06
444,Wanda,Miller,1965-10-16,Female,Nyeri,2020-08-21
445,Lauren,Ryan,1965-12-30,Female,Nyeri,2023-10-08
446,Todd,Adams,1963-09-09,Male,Nakuru,2019-04-19
447,Melanie,Williams,2006-08-30,Female,Kisumu,2019-01-20
448,Lucas,Terry,1988-08-19,Male,Kisumu,2021-08-03
449,Anne,Nixon,2000-01-26,Female,Nairobi,2020-03-25
450,Timothy,Williams,1966-06-06,Male,Kisumu,2023-02-19
451,Rhonda,Gibson,2004-03-25,Female,Nairobi,2022-08-17
452,Angela,Howard,1997-06-11,Female,Mombasa,2022-01-01
453,Steve,Harris,2003-11-13,Male,Nairobi,2018-08-21
454,Ronald,Butler,2006-03-22,Male,Nairobi,2019-07-26
455,Susan,Brown,1967-06-15,Female,Nairobi,2021-05-17
456,Jennifer,Johnston,2000-03-14,Female,Nakuru,2023-01-22
457,Brian,Nguyen,1995-12-26,Male,Eldoret,2018-02-05
458,Jennifer,Arellano,2004-09-16,Female,Eldoret,2018-09-30
459,Heather,Melton,1984-06-27,Female,Nakuru,2019-11-22
460,Mark,Gonzalez,1987-12-07,Male,Nairobi,2019-11-07
461,Luis,Brown,1994-10-07,Male,Eldoret,2020-01-04
462,Kathryn,Erickson,1962-12-29,Female,Nairobi,2021-08-18
463,Brittany,Gonzalez,1970-05-19,Female,Kisumu,2018-02-28
464,Andrew,Lucas,1961-06-11,Male,Mombasa,2020-12-12
465,Gabrielle,Berry,1990-01-23,Female,Nakuru,2018-04-12
466,Steven,Ibarra,1972-03-14,Male,Kisumu,2018-03-22
467,Andrew,Armstrong,1970-03-14,Male,Nairobi,2022-06-25
468,Stacy,Blair,1975-06-14,Female,Nakuru,2021-10-30
469,Jasmine,Gordon,2004-03-21,Female,Nairobi,2021-10-31
470,Allison,Cobb,1986-03-02,Female,Eldoret,2018-07-16
471,Joy,Figueroa,1971-07-31,Female,Nairobi,2019-01-11
472,Dustin,Allen,1968-03-28,Male,Nairobi,2022-10-14
473,Kyle,Lynn,2000-04-02,Male,Mombasa,2019-12-21
474,Chad,Moore,1995-08-12,Male,Kisumu,2022-03-21
475,David,Sanchez,1975-02-15,Male,Nakuru,2021-11-28
476,Sylvia,Wilson,2000-11-05,Female,Nakuru,2021-09-30
477,Cathy,Vaughn,1982-11-08,Female,Nairobi,2023-01-18
478,Zachary,Hall,1999-11-02,Male,Nairobi,2018-09-29
479,Claudia,Figueroa,1996-10-22,Female,Mombasa,2018-05-10
480,Joseph,Hartman,1987-12-02,Male,Kisumu,2019-07-31
481,Elizabeth,Hoover,1970-11-14,Female,Nairobi,2019-07-10
482,Teresa,King,1995-09-14,Female,Nyeri,2023-11-06
483,Samantha,Rojas,1971-09-22,Female,Eldoret,2018-09-17
484,Cynthia,Ross,2003-08-04,Female,Nairobi,2023-08-17
485,Jason,Gray,1966-04-28,Male,Kisumu,2023-08-18
486,Joshua,Bell,1988-02-13,Male,Eldoret,2022-06-02
487,Katherine,Robinson,1991-08-19,Female,Nairobi,2023-08-04
488,Benjamin,Vega,1992-04-26,Male,Nyeri,2021-01-09
489,Michael,Bentley,1998-09-21,Male,Mombasa,2018-09-20
490,Stephanie,Murray,1999-07-12,Female,Nairobi,2018-05-18
491,Brian,Olsen,1986-08-27,Male,Nyeri,2018-08-17
492,Samuel,Gonzalez,1971-10-04,Male,Kisumu,2018-01-05
493,Alexandria,Jones,1976-12-20,Female,Kisumu,2018-10-18
494,Christian,Adams,1980-02-24,Male,Kisumu,2021-05-13
495,Brian,Harrison,2003-06-16,Male,Mombasa,2020-12-09
496,Cheyenne,Johnson,1962-06-18,Female,Nakuru,2019-01-25
497,Jessica,Hall,2004-09-20,Female,Nairobi,2019-02-12
498,John,Richards,1961-04-17,Male,Kisumu,2019-04-01
499,Justin,Scott,1988-10-10,Male,Nakuru,2020-11-19
500,Andrew,Nguyen,1977-04-13,Male,Mombasa,2020-04-04
501,Russell,Salazar,1980-01-25,Male,Nakuru,2018-03-20
502,Matthew,Moore,1987-01-03,Male,Nairobi,2019-09-06
503,Carmen,Simmons,2006-12-14,Female,Nairobi,2020-06-26
504,William,Wiley,1995-11-30,Male,Nyeri,2023-03-19
505,Jack,Pruitt,1973-08-28,Male,Nairobi,2021-10-12
506,Gail,Glass,2000-01-29,Female,Nairobi,2018-02-15
507,Shane,Ward,1996-12-31,Male,Nairobi,2021-01-14
508,Kathleen,Jones,1964-08-11,Female,Mombasa,2022-09-11
509,Kevin,Cook,1989-07-28,Male,Nakuru,2019-12-16
510,Alexandra,Smith,1965-12-18,Female,Eldoret,2019-10-06
511,Jonathon,Reed,1981-10-17,Male,Eldoret,2021-01-18
512,Thomas,Nunez,1968-06-03,Male,Kisumu,2018-01-09
513,Ashley,Rangel,2000-04-09,Female,Kisumu,2019-08-20
514,William,Lindsey,1997-01-31,Male,Nyeri,2018-10-03
515,James,Parker,1981-07-03,Male,Nairobi,2020-11-06
516,Candice,Jarvis,1964-04-23,Female,Kisumu,2021-11-08
517,Heather,Phillips,1977-12-07,Female,Mombasa,2023-03-03
518,Penny,Smith,1966-09-12,Female,Nairobi,2019-06-09
519,Donald,Brown,2002-08-20,Male,Eldoret,2018-04-18
520,David,Spencer,2001-10-20,Male,Eldoret,2023-09-21
521,Patrick,Smith,1979-09-09,Male,Eldoret,2020-05-03
522,Janet,Lucas,1995-05-23,Female,Eldoret,2021-10-13
523,Lorraine,Fuller,2001-06-09,Female,Kisumu,2018-07-09
524,Adrienne,Winters,2005-07-31,Female,Eldoret,2022-11-22
525,Joseph,Maldonado,1979-02-01,Male,Eldoret,2021-05-31
526,Ariana,Chavez,2004-10-04,Female,Nairobi,2018-06-27
527,Roy,Anthony,1998-08-11,Male,Nyeri,2018-05-23
528,Sierra,Garcia,2003-12-17,Female,Kisumu,2023-08-21
529,Frank,Reese,1963-09-26,Male,Nairobi,2022-02-08
530,Bonnie,Torres,1986-01-15,Female,Nairobi,2019-02-03
531,Dustin,Mitchell,1990-07-21,Male,Nairobi,2023-04-18
532,Robert,Carroll,1999-09-11,Male,Nairobi,2019-12-20
533,Elijah,Rodriguez,2005-07-12,Male,Nakuru,2020-01-11
534,Morgan,Atkinson,2004-08-30,Female,Nyeri,2022-10-01
535,Amy,Paul,1995-06-13,Female,Nyeri,2020-07-25
536,John,Myers,1994-07-28,Male,Mombasa,2019-12-14
537,Krista,Hansen,2001-08-15,Female,Nyeri,2022-12-28
538,Cynthia,Hess,1965-05-02,Female,Nairobi,2018-01-04
539,Valerie,Hale,1993-01-22,Female,Nairobi,2022-03-13
540,Timothy,Allen,1981-07-15,Male,Kisumu,2020-11-17
541,David,Ingram,1961-10-03,Male,Mombasa,2021-01-15
542,Rhonda,Bell,1995-05-27,Female,Mombasa,2020-06-12
543,James,Morris,1985-12-25,Male,Eldoret,2023-01-21
544,Pamela,Olson,2002-06-10,Female,Mombasa,2018-02-11
545,Angelica,Bonilla,1985-10-16,Female,Mombasa,2022-04-29
546,Kelly,Sexton,2007-02-05,Female,Nairobi,2021-07-01
547,Adrienne,Ellis,1998-08-08,Female,Nyeri,2021-07-17
548,Cody,Hughes,2004-06-06,Male,Nakuru,2020-05-15
549,Madison,Rocha,1992-12-02,Female,Mombasa,2022-10-10
550,Maria,Walls,1998-08-23,Female,Nyeri,2021-03-03
551,Alec,Greer,1982-08-28,Male,Nakuru,2018-02-04
552,Jo,Beard,1967-07-08,Female,Eldoret,2023-01-27
553,Julie,Andrade,1996-05-10,Female,Nakuru,2020-04-29
554,Lisa,Dominguez,1977-05-30,Female,Mombasa,2019-05-25
555,Michael,Nichols,1995-08-14,Male,Nyeri,2021-08-18
556,Briana,Rhodes,2000-04-01,Female,Kisumu,2021-03-05
557,Robert,Miller,1981-09-23,Male,Nyeri,2022-02-04
558,Sheryl,Lowe,1962-10-01,Female,Nakuru,2018-01-01
559,Amy,Williams,1988-01-06,Female,Nakuru,2023-04-06
560,Jennifer,Sandoval,1984-07-16,Female,Kisumu,2021-02-16
561,Dennis,Martinez,2001-09-21,Male,Nairobi,2019-08-18
562,Jennifer,Dean,2007-09-19,Female,Eldoret,2023-11-26
563,Gregg,Richardson,1987-09-30,Male,Nyeri,2018-01-23
564,Jesus,Weaver,1998-09-07,Male,Nakuru,2023-06-28
565,Chris,Jones,1999-08-01,Male,Nairobi,2021-04-02
566,Amy,Mullen,1972-03-28,Female,Kisumu,2018-08-10
567,Marissa,Rivera,1972-04-30,Female,Kisumu,2019-01-05
568,John,Bauer,1975-09-14,Male,Eldoret,2022-03-02
569,Rachel,Mcgee,1997-04-15,Female,Mombasa,2022-07-30
570,Daniel,Morris,1997-07-29,Male,Nakuru,2023-12-04
571,Scott,Grant,1967-01-06,Male,Nakuru,2023-08-24
572,Ronald,Davis,1968-02-13,Male,Nakuru,2019-02-26
573,Kathleen,Newton,1965-10-31,Female,Nyeri,2023-12-21
574,Ruben,Pitts,1998-03-03,Male,Mombasa,2020-07-03
575,Martin,Powell,1970-08-20,Male,Nairobi,2023-09-27
576,Ricky,Smith,2006-02-27,Male,Eldoret,2022-07-27
577,Carly,Collins,1967-11-25,Female,Mombasa,2022-12-12
578,Wesley,Robbins,2003-08-27,Male,Nyeri,2022-09-19
579,Madison,Hahn,1970-11-24,Female,Mombasa,2018-07-13
580,Leah,Velasquez,1992-07-18,Female,Kisumu,2023-06-10
581,Stephanie,Mcclain,2004-07-28,Female,Nyeri,2022-10-28
582,Patricia,Moreno,1983-12-17,Female,Mombasa,2021-12-13
583,Lindsey,Morris,2003-02-14,Female,Nyeri,2019-07-07
584,Brittney,Blake,1992-02-28,Female,Mombasa,2023-09-14
585,Mary,Sims,1973-01-07,Female,Nakuru,2022-05-28
586,Leah,Richardson,1979-12-06,Female,Nairobi,2020-08-03
587,Heather,Melton,1967-04-11,Female,Kisumu,2021-04-26
588,Anthony,Butler,1983-01-09,Male,Kisumu,2020-09-02
589,Sherri,Johnson,1966-03-31,Female,Eldoret,2018-07-24
590,Mercedes,Ramos,1975-01-03,Female,Kisumu,2018-04-13
591,Cameron,Peterson,1990-09-19,Male,Nairobi,2021-06-28
592,Javier,Marshall,1987-09-25,Male,Nyeri,2020-07-24
593,Lauren,Stanley,1964-06-01,Female,Nakuru,2022-03-29
594,Justin,Williams,2004-07-02,Male,Eldoret,2018-09-14
595,Anthony,Miller,1965-07-22,Male,Mombasa,2023-06-17
596,Jenna,James,1998-09-03,Female,Nairobi,2021-04-10
597,Geoffrey,Mclean,2003-06-21,Male,Nakuru,2021-04-17
598,John,Mason,1975-06-12,Male,Nakuru,2021-01-09
599,Mary,Lee,1987-03-25,Female,Nyeri,2020-09-14
600,John,Campbell,2007-11-15,Male,Nyeri,2019-01-21
601,Tiffany,Green,1987-08-18,Female,Kisumu,2023-08-28
602,Robert,Garner,1969-11-07,Male,Nakuru,2022-05-25
603,John,Ramos,1972-08-13,Male,Nyeri,2022-11-02
604,Tammy,Pollard,1997-05-28,Female,Eldoret,2020-04-15
605,Jeffrey,Hoffman,1976-07-08,Male,Nakuru,2023-04-06
606,John,Kirk,1973-07-07,Male,Nairobi,2020-02-01
607,Mark,Hall,1966-03-23,Male,Nairobi,2021-08-19
608,Bryan,Spears,1995-04-04,Male,Eldoret,2018-06-13
609,Christina,Bruce,1962-11-12,Female,Nakuru,2021-01-20
610,Jonathan,Payne,1980-12-15,Male,Mombasa,2020-08-05
611,Cristian,West,1998-10-19,Male,Nakuru,2023-08-05
612,Kathryn,Evans,1989-08-01,Female,Nyeri,2019-05-06
613,Connor,Stanley,1971-10-04,Male,Eldoret,2022-04-01
614,Amanda,Wells,2006-10-07,Female,Nairobi,2021-03-01
615,Gregory,Brooks,1976-08-09,Male,Nyeri,2023-08-26
616,Alexis,Tapia,1983-02-17,Female,Kisumu,2019-01-26
617,Christopher,Torres,2006-01-17,Male,Nyeri,2023-08-04
618,April,Burton,1961-11-21,Female,Nairobi,2020-05-06
619,Paula,Mcdonald,1991-08-10,Female,Nyeri,2023-11-28
620,Adrian,Gilmore,1991-12-17,Male,Nakuru,2020-07-25
621,Omar,Aguilar,1964-01-18,Male,Kisumu,2019-03-27
622,Krystal,Smith,1977-06-12,Female,Nyeri,2019-01-25
623,Kyle,Bishop,1999-01-07,Male,Mombasa,2020-01-14
624,Lisa,Hernandez,1965-11-29,Female,Nairobi,2018-07-12
625,Joseph,Newton,1964-03-24,Male,Nairobi,2023-05-07
626,Diane,Hale,1976-04-17,Female,Kisumu,2021-11-18
627,Theodore,Harris,1978-03-11,Male,Nakuru,2021-09-21
628,Scott,Christensen,1989-01-06,Male,Nyeri,2021-04-03
629,Catherine,Rivas,1993-02-01,Female,Mombasa,2019-02-11
630,Nicole,Young,1985-02-18,Female,Nairobi,2020-04-01
631,Brad,Jackson,1989-06-08,Male,Eldoret,2018-12-06
632,Timothy,Patton,1976-07-22,Male,Nairobi,2020-10-27
633,Ann,Glover,1976-06-19,Female,Nairobi,2021-07-06
634,Anne,Campbell,1962-10-16,Female,Nyeri,2019-12-20
635,Brandy,Campbell,1970-06-13,Female,Eldoret,2021-04-08
636,William,Rios,2007-04-22,Male,Mombasa,2020-10-29
637,Mark,Jackson,1995-04-07,Male,Nairobi,2022-11-23
638,Amy,Brown,1987-11-10,Female,Nakuru,2023-06-14
639,Anna,Fernandez,1984-08-23,Female,Kisumu,2019-02-23
640,Michelle,Armstrong,1988-10-12,Female,Eldoret,2021-10-03
641,James,Reynolds,1993-06-04,Male,Kisumu,2023-01-11
642,Charles,Reese,1966-05-01,Male,Eldoret,2019-12-27
643,Matthew,Wallace,1985-07-05,Male,Kisumu,2020-11-27
644,Erin,Valencia,2003-11-14,Female,Kisumu,2022-08-15
645,Melissa,Hall,1994-03-25,Female,Nairobi,2018-09-24
646,Barbara,Johns,1973-07-26,Female,Nairobi,2022-04-01
647,Jeffrey,Lawrence,1991-05-31,Male,Mombasa,2019-11-18
648,Craig,Glenn,1981-05-13,Male,Nairobi,2022-06-20
649,Alexandra,Robinson,1992-02-22,Female,Mombasa,2021-02-16
650,Crystal,King,1976-08-08,Female,Nyeri,2020-09-20
651,Christina,Dixon,1986-07-05,Female,Nakuru,2020-02-01
652,Joseph,Williams,1961-07-31,Male,Nyeri,2018-08-18
653,Paul,Pearson,1995-10-20,Male,Eldoret,2018-10-31
654,Tonya,Martin,1968-09-17,Female,Nairobi,2022-04-25
655,Michelle,Doyle,2000-06-28,Female,Nyeri,2022-04-20
656,Ralph,Carroll,2003-05-14,Male,Nyeri,2020-05-02
657,Michael,Dixon,1978-06-04,Male,Eldoret,2023-07-13
658,Mark,Barker,1972-11-12,Male,Eldoret,2021-09-18
659,Chad,Richards,1996-12-12,Male,Eldoret,2020-08-06
660,Kimberly,Turner,1996-01-09,Female,Nyeri,2023-07-02
661,Randy,Shaw,1979-09-07,Male,Mombasa,2019-10-08
662,Christopher,Salinas,1979-03-19,Male,Nakuru,2020-10-31
663,Brian,Barrett,2005-08-21,Male,Eldoret,2019-04-14
664,Maria,Flynn,1972-03-19,Female,Mombasa,2022-11-17
665,Kimberly,Atkins,1999-05-23,Female,Mombasa,2018-01-23
666,Kevin,Sellers,1994-10-08,Male,Mombasa,2022-10-31
667,Christopher,Murray,1984-09-19,Male,Kisumu,2022-11-16
668,Leroy,Rice,1996-07-30,Male,Eldoret,2020-09-04
669,Dean,Love,1981-09-12,Male,Nairobi,2022-01-19
670,Darlene,Silva,1987-11-07,Female,Nakuru,2018-10-06
671,Jose,Todd,2004-01-25,Male,Nairobi,2021-12-11
672,Heidi,Dunlap,1988-05-19,Female,Nairobi,2023-06-19
673,Aaron,Gutierrez,1990-02-12,Male,Nyeri,2021-10-29
674,Lisa,Ward,1995-12-31,Female,Nakuru,2021-01-07
675,Janice,Sanchez,1994-04-30,Female,Kisumu,2022-01-23
676,Crystal,Harrison,1977-03-11,Female,Nairobi,2021-03-04
677,Rebecca,Lewis,1983-06-26,Female,Mombasa,2019-10-27
678,Charlotte,Wilson,2007-11-27,Female,Nakuru,2018-09-30
679,Shelby,Cruz,1992-01-27,Female,Eldoret,2023-03-02
680,Amber,Johnson,1976-03-07,Female,Nairobi,2020-10-20
681,Michelle,Cohen,1970-12-23,Female,Nakuru,2022-09-17
682,Jon,Williams,1987-08-20,Male,Nakuru,2021-02-04
683,Christopher,Scott,1981-09-11,Male,Nakuru,2023-09-09
684,Laurie,Contreras,1962-08-12,Female,Nairobi,2023-11-10
685,Robert,Hines,1977-12-19,Male,Mombasa,2021-03-19
686,Sylvia,Mueller,1994-05-18,Female,Eldoret,2021-04-23
687,Katelyn,King,1990-11-22,Female,Nairobi,2019-10-13
688,Paul,Sanders,1980-03-22,Male,Eldoret,2022-11-28
689,Christine,Combs,1987-10-28,Female,Kisumu,2018-11-08
690,Brandon,Andrews,1978-10-06,Male,Nairobi,2022-01-30
691,Colin,Eaton,1962-04-11,Male,Kisumu,2018-03-13
692,Henry,Blanchard,1968-09-05,Male,Kisumu,2020-05-22
693,Seth,Perez,1982-09-12,Male,Nakuru,2022-10-31
694,Brian,Turner,1964-03-03,Male,Eldoret,2018-03-08
695,Charles,Carter,2005-02-20,Male,Mombasa,2019-10-27
696,John,Cox,1977-01-13,Male,Nairobi,2022-08-26
697,Brett,Jimenez,1983-01-07,Male,Mombasa,2018-04-21
698,Lauren,David,1961-02-09,Female,Eldoret,2021-07-28
699,Brian,Bradley,1999-07-05,Male,Kisumu,2018-03-01
700,Harold,Elliott,1979-05-15,Male,Kisumu,2023-03-17
701,David,Case,1989-08-18,Male,Mombasa,2019-07-31
702,Cynthia,Cole,1967-03-02,Female,Nairobi,2019-08-10
703,Bradley,Vasquez,1992-12-08,Male,Nairobi,2021-01-10
704,Whitney,Preston,2000-11-05,Female,Kisumu,2019-12-25
705,Jeffrey,Griffith,1975-11-12,Male,Nyeri,2020-10-16
706,Christina,Shields,1994-04-23,Female,Nyeri,2020-11-08
707,Christy,Erickson,1986-09-12,Female,Nairobi,2020-12-30
708,Michael,Baldwin,1985-10-07,Male,Mombasa,2018-10-01
709,Matthew,Burke,1997-02-07,Male,Nairobi,2018-02-10
710,Jacob,Smith,1979-09-09,Male,Mombasa,2022-04-02
711,Pam,Simpson,1963-01-29,Female,Mombasa,2018-03-14
712,Erica,Bell,1993-09-08,Female,Nyeri,2022-06-13
713,Jacob,Williams,1989-08-07,Male,Mombasa,2021-11-06
714,Chad,Brooks,2000-09-23,Male,Nairobi,2022-09-11
715,Christine,Owens,2003-11-22,Female,Eldoret,2022-06-22
716,Lisa,Turner,1974-01-19,Female,Mombasa,2019-04-18
717,Sandra,Bradley,1982-05-08,Female,Kisumu,2018-03-21
718,Chase,Hicks,1975-10-20,Male,Nyeri,2018-06-22
719,Leslie,Martinez,1983-12-18,Female,Nyeri,2023-09-13
720,Lauren,Castaneda,1978-05-24,Female,Eldoret,2020-07-13
721,Bradley,Chan,1996-03-15,Male,Kisumu,2018-07-14
722,Kristina,Quinn,1978-08-31,Female,Nyeri,2022-04-15
723,Roy,Gonzalez,1989-04-07,Male,Nairobi,2019-05-21
724,Clifford,Kane,1987-02-28,Male,Eldoret,2023-07-27
725,Gina,Hughes,1974-09-23,Female,Mombasa,2021-07-28
726,Diana,James,1962-01-23,Female,Nyeri,2021-12-24
727,Wayne,Jones,2002-06-20,Male,Mombasa,2022-05-13
728,Larry,Kennedy,1995-02-20,Male,Eldoret,2022-06-01
729,Catherine,Jimenez,1993-01-30,Female,Eldoret,2018-04-03
730,Edward,May,1981-12-27,Male,Nakuru,2018-12-08
731,Robert,Davis,1972-10-02,Male,Eldoret,2019-11-30
732,Karen,Johnson,1962-06-07,Female,Mombasa,2023-11-13
733,Calvin,Cox,1966-10-11,Male,Kisumu,2019-03-31
734,Lisa,Wu,1998-04-15,Female,Eldoret,2021-06-26
735,Chase,Juarez,2004-06-06,Male,Eldoret,2020-06-15
736,Ray,Palmer,1966-05-19,Male,Mombasa,2019-02-13
737,Larry,Hill,1990-04-23,Male,Nairobi,2018-08-20
738,Michael,Bernard,1987-07-15,Male,Eldoret,2022-05-30
739,Micheal,Rodriguez,1985-05-12,Male,Nyeri,2019-03-10
740,Thomas,Johnson,1996-05-30,Male,Nakuru,2022-09-04
741,Jennifer,Hernandez,1982-02-17,Female,Kisumu,2018-05-20
742,Timothy,Thomas,1984-08-04,Male,Eldoret,2021-12-04
743,Kristen,Brown,1990-08-19,Female,Nyeri,2023-11-27
744,Diana,Green,1980-06-27,Female,Nakuru,2022-09-15
745,Andrew,Rodriguez,2005-02-13,Male,Kisumu,2022-01-18
746,Debbie,Stewart,1988-05-19,Female,Nakuru,2021-05-04
747,James,Floyd,1991-08-11,Male,Mombasa,2022-11-30
748,Dale,Sawyer,1961-09-10,Male,Nyeri,2021-03-03
749,Dustin,Williams,1984-04-03,Male,Nairobi,2021-12-14
750,Kenneth,Phillips,1978-01-09,Male,Nairobi,2020-06-13
751,Bradley,Campos,1965-09-07,Male,Nyeri,2022-02-08
752,Kimberly,Gill,1963-06-05,Female,Eldoret,2018-08-31
753,Jennifer,White,1982-06-15,Female,Eldoret,2021-10-27
754,Daniel,Villanueva,1987-08-05,Male,Kisumu,2018-03-14
755,Ashley,Griffin,1970-05-04,Female,Nyeri,2022-11-11
756,Julie,Carter,1968-02-27,Female,Nairobi,2019-05-28
757,Christopher,Bryan,2003-06-24,Male,Eldoret,2021-03-27
758,Kimberly,Armstrong,2000-02-12,Female,Mombasa,2021-05-07
759,Stacy,Herman,1983-12-12,Female,Mombasa,2018-11-05
760,Heidi,Best,1978-10-15,Female,Mombasa,2021-03-29
761,Heidi,Torres,2004-04-19,Female,Eldoret,2023-03-04
762,Jacob,Parker,1994-01-02,Male,Nyeri,2022-05-09
763,Paul,Martinez,1987-06-24,Male,Eldoret,2019-01-04
764,David,Watkins,1999-09-05,Male,Kisumu,2020-04-01
765,Michael,Jenkins,1971-03-21,Male,Eldoret,2023-09-07
766,Elizabeth,Vasquez,1998-08-16,Female,Nairobi,2021-06-08
767,Hunter,Coleman,2007-07-08,Male,Eldoret,2018-04-07
768,Erika,Espinoza,1980-12-25,Female,Nakuru,2019-07-16
769,Tanya,Ward,1994-04-08,Female,Kisumu,2020-09-27
770,William,Vaughn,1977-11-02,Male,Nyeri,2022-07-16
771,Amy,Ortiz,1979-03-28,Female,Kisumu,2018-01-06
772,Jeremy,Villarreal,1972-01-26,Male,Eldoret,2018-08-17
773,Anthony,Russell,1998-03-16,Male,Eldoret,2018-10-29
774,Madison,Barton,2006-01-06,Female,Nakuru,2019-11-02
775,Karen,Morse,1999-01-13,Female,Mombasa,2018-03-30
776,Nicole,Thomas,1996-12-17,Female,Nairobi,2021-10-12
777,Patty,Robinson,1961-11-12,Female,Nakuru,2018-09-09
778,Kayla,Moore,2007-02-08,Female,Nakuru,2020-09-17
779,April,Baird,1979-05-16,Female,Mombasa,2018-07-31
780,Cheryl,Griffith,1988-11-01,Female,Mombasa,2022-10-30
781,Wendy,Kelly,1981-11-07,Female,Kisumu,2021-10-24
782,Paul,Horne,1995-01-19,Male,Nakuru,2022-04-02
783,Christopher,Dixon,1973-07-03,Male,Mombasa,2023-12-20
784,Catherine,Dawson,1966-08-28,Female,Mombasa,2022-02-23
785,Jeffrey,Medina,1972-10-29,Male,Nairobi,2018-01-11
786,Julian,Gardner,1978-04-26,Male,Nakuru,2020-04-01
787,Amanda,Phelps,1973-08-16,Female,Eldoret,2021-08-07
788,James,Manning,1962-11-13,Male,Mombasa,2022-09-16
789,Michelle,Mason,1982-09-08,Female,Kisumu,2021-12-10
790,Daniel,Rivera,2005-12-20,Male,Mombasa,2019-01-13
791,Melissa,Raymond,1971-05-17,Female,Nakuru,2018-05-13
792,Jennifer,Rosario,1975-08-28,Female,Mombasa,2020-11-18
793,Austin,Hale,1991-10-06,Male,Mombasa,2018-12-19
794,Veronica,Acosta,2002-10-23,Female,Mombasa,2019-05-07
795,Kenneth,Taylor,1975-06-22,Male,Mombasa,2023-03-04
796,Scott,Sutton,1964-03-08,Male,Nakuru,2021-07-31
797,Joseph,Mack,1972-11-16,Male,Nakuru,2019-03-07
798,Victoria,Molina,1980-03-09,Female,Kisumu,2021-04-14
799,Brent,Haas,1992-04-06,Male,Nyeri,2018-06-06
800,Stacy,Campbell,1979-06-20,Female,Nairobi,2022-06-23
801,Anthony,Ryan,2006-10-30,Male,Mombasa,2022-10-09
802,Marissa,Sherman,1968-05-17,Female,Nakuru,2018-04-05
803,Katelyn,Carr,2006-10-15,Female,Nairobi,2020-10-20
804,Elizabeth,Suarez,1982-03-13,Female,Nakuru,2021-03-26
805,Christopher,Townsend,2006-10-04,Male,Nakuru,2019-12-04
806,Victor,Williams,1988-06-21,Male,Nairobi,2018-01-17
807,Kathleen,Warner,1975-05-26,Female,Nairobi,2023-09-06
808,Maurice,Parker,1967-09-02,Male,Mombasa,2018-12-02
809,Samuel,Fischer,2002-04-09,Male,Nairobi,2021-09-10
810,Michael,Todd,1989-12-24,Male,Nyeri,2023-10-02
811,Jamie,Hardin,1997-09-21,Female,Eldoret,2020-09-08
812,Tiffany,Hansen,1995-07-08,Female,Eldoret,2018-01-09
813,Christopher,Berry,1966-04-27,Male,Nyeri,2019-01-14
814,Robert,Garza,1970-01-18,Male,Nyeri,2018-06-03
